experiment,round,poisoned,train_loss,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp,near_failure_count,near_failure_rmse,near_failure_fault_recall,healthy_bias
poisoned_median,9,True,3434.5521269888986,69.23267706956557,63.880516052246094,3685275.482650479,0.9525135212382376,0.7596710082371452,0.8428571428571429,0.5331325301204819,0.6531365313653137,9831,33,155,177,332,10.366192817687988,0.5331325301204819,7.455641269683838
poisoned_median,10,True,2978.388043421483,64.39651491200824,59.13079833984375,2442559.420874556,0.9776036933622568,0.7875647338753707,0.851528384279476,0.5873493975903614,0.6951871657754011,9830,34,137,195,332,12.718669891357422,0.5873493975903614,9.862275123596191
poisoned_median,11,True,2543.3863929042363,59.42865174675848,54.29844284057617,1591896.0477033076,0.9859991975200071,0.789601397619982,0.8299595141700404,0.6174698795180723,0.7081174438687392,9822,42,127,205,332,14.279666900634766,0.6174698795180723,10.389139175415039
poisoned_median,12,True,2136.3308905884287,54.36967242219577,49.521705627441406,1021770.2511061096,0.9871832219388503,0.7876259093861931,0.8660714285714286,0.5843373493975904,0.697841726618705,9834,30,138,194,332,16.436681747436523,0.5843373493975904,12.823333740234375
poisoned_median,13,True,1771.3937604641865,49.211239506336355,44.617149353027344,646356.194900832,0.9884440438151634,0.7927556786969114,0.8262548262548263,0.6445783132530121,0.7241962774957699,9819,45,118,214,332,16.30236053466797,0.6445783132530121,11.52925968170166
poisoned_median,14,True,1449.5247928748133,43.99936744928841,39.891090393066406,404091.3931517556,0.9882333470133575,0.7905826698780087,0.8628318584070797,0.5873493975903614,0.6989247311827957,9833,31,137,195,332,18.01854133605957,0.5873493975903614,12.920586585998535
poisoned_median,15,True,1155.3376594117003,38.81859635344331,35.31391906738281,255254.77982325034,0.9861578308367289,0.7874521295045703,0.9103448275862069,0.39759036144578314,0.5534591194968553,9851,13,200,132,332,21.812667846679688,0.39759036144578314,17.256441116333008
poisoned_median,16,True,928.170880532893,33.66211974406934,30.529375076293945,165645.98716716372,0.9872278041606817,0.7859271784422154,0.8737864077669902,0.5421686746987951,0.6691449814126395,9838,26,152,180,332,19.35207176208496,0.5421686746987951,13.830613136291504
poisoned_median,17,True,731.1424942689839,28.921490914521506,26.329727172851562,118482.90212940927,0.9880913556904015,0.7604577935208882,0.8475609756097561,0.4186746987951807,0.5604838709677419,9839,25,193,139,332,19.181049346923828,0.4186746987951807,14.984807014465332
poisoned_median,18,True,576.8355082296845,24.76564594833499,22.431106567382812,118414.51277914211,0.9864958617926695,0.7913612537716268,0.9041916167664671,0.45481927710843373,0.6052104208416834,9848,16,181,151,332,22.18616485595703,0.45481927710843373,16.41120147705078
poisoned_median,19,True,474.1300066086093,21.331395697019275,18.78557777404785,113515.7086965502,0.9882760970890863,0.7867449086623577,0.8633879781420765,0.4759036144578313,0.6135922330097088,9839,25,174,158,332,18.300296783447266,0.4759036144578313,13.59654712677002
poisoned_median,20,True,417.9639685263696,19.33240103392044,16.35445785522461,138182.10809738186,0.989037353794741,0.7678181676749035,0.8432835820895522,0.34036144578313254,0.48497854077253216,9843,21,219,113,332,19.990703582763672,0.34036144578313254,16.61961555480957
poisoned_median,21,True,376.1429002585834,18.426753025174598,14.727350234985352,141993.03036089387,0.989899378536042,0.816098209147764,0.8882978723404256,0.5030120481927711,0.6423076923076924,9843,21,165,167,332,16.863414764404297,0.5030120481927711,12.961688041687012
poisoned_median,22,True,373.6694593771424,17.951710671009184,14.195367813110352,147313.36099922576,0.9904502437975746,0.8092224123303192,0.9166666666666666,0.3313253012048193,0.48672566371681414,9854,10,222,110,332,19.113298416137695,0.3313253012048193,16.22562026977539
