experiment,round,client_id,defense,noise_multiplier,original_update_norm,protected_update_norm,was_clipped
clipping_noise_0.1,20,2,clipping_noise,0.1,2.275809120232041,1.005055330225824,True
clipping_noise_0.1,20,3,clipping_noise,0.1,2.3123481948517766,1.004813230036908,True
clipping_noise_0.1,20,4,clipping_noise,0.1,2.220249541222694,1.0048875530649692,True
clipping_noise_0.1,21,0,clipping_noise,0.1,2.071272560715532,1.0052186029582664,True
clipping_noise_0.1,21,1,clipping_noise,0.1,2.3837355627808545,1.0052462238112738,True
clipping_noise_0.1,21,2,clipping_noise,0.1,2.1079536453759906,1.0049120603714505,True
clipping_noise_0.1,21,3,clipping_noise,0.1,2.4007816142377614,1.0048923843106554,True
clipping_noise_0.1,21,4,clipping_noise,0.1,2.048271340853536,1.0049305200743666,True
clipping_noise_0.1,22,0,clipping_noise,0.1,2.118837797662713,1.0051999020333005,True
clipping_noise_0.1,22,1,clipping_noise,0.1,2.1925097257246215,1.0048347705558427,True
clipping_noise_0.1,22,2,clipping_noise,0.1,2.2723693994198375,1.0049864716477863,True
clipping_noise_0.1,22,3,clipping_noise,0.1,2.4084841992881136,1.004659643329706,True
clipping_noise_0.1,22,4,clipping_noise,0.1,2.189842676876508,1.0050536908909116,True
