experiment,round,defense,noise_multiplier,train_loss,test_rmse,test_mae,test_nasa_score,test_auroc,test_auprc,test_precision,test_recall,test_f1,test_tn,test_fp,test_fn,test_tp
clipping_noise_0.5,16,clipping_noise,0.5,5420.569366551006,90.70062577306179,85.77842712402344,21810780.117582362,0.9793175133624523,0.7552662660770202,1.0,0.07228915662650602,0.1348314606741573,9864,0,308,24
clipping_noise_0.5,17,clipping_noise,0.5,5255.891249332113,89.38799894543311,84.41087341308594,19598165.75885096,0.9638039689170307,0.7394200735197096,1.0,0.0963855421686747,0.17582417582417584,9864,0,300,32
clipping_noise_0.5,18,clipping_noise,0.5,5081.649093039291,87.96033207947347,82.92636108398438,17441844.741194114,0.9423338121341815,0.7243625981345491,1.0,0.1144578313253012,0.20540540540540542,9864,0,294,38
clipping_noise_0.5,19,clipping_noise,0.5,4898.213785005236,86.40120916580103,81.30636596679688,15353043.55258842,0.9373880864088959,0.7311409811783722,0.9285714285714286,0.1566265060240964,0.26804123711340205,9860,4,280,52
clipping_noise_0.5,20,clipping_noise,0.5,4706.905602188124,84.67086725502905,79.51517486572266,13321855.573627999,0.948136218841302,0.7451352797845773,0.9324324324324325,0.20783132530120482,0.3399014778325123,9859,5,263,69
clipping_noise_0.5,21,clipping_noise,0.5,4495.868099780122,82.88234377813076,77.66921997070312,11499318.62208353,0.9670867166964695,0.7634212704794375,0.9196428571428571,0.3102409638554217,0.46396396396396394,9855,9,229,103
clipping_noise_0.5,22,clipping_noise,0.5,4284.396786521742,80.94458825139269,75.6834945678711,9799978.919858944,0.9685034236703505,0.7656219395755129,0.8926174496644296,0.4006024096385542,0.553014553014553,9848,16,199,133
clipping_noise_0.5,23,clipping_noise,0.5,4061.8528748586114,78.9635373724797,73.65245056152344,8319282.559509324,0.9747270713022406,0.7818869252932129,0.896774193548387,0.4186746987951807,0.5708418891170431,9848,16,193,139
clipping_noise_0.5,24,clipping_noise,0.5,3844.1528411231097,76.92111167862176,71.57249450683594,7020903.928798453,0.980630856760375,0.7931202434113203,0.8656716417910447,0.5240963855421686,0.6529080675422139,9837,27,158,174
clipping_noise_0.5,25,clipping_noise,0.5,3625.360316752577,74.86911430853013,69.49322509765625,5916974.862842045,0.9855768878433442,0.799387121893866,0.8270042194092827,0.5903614457831325,0.6889279437609842,9823,41,136,196
clipping_noise_0.5,26,clipping_noise,0.5,3412.4160968741307,72.77869386881027,67.38066101074219,4968068.236637759,0.9881585343808321,0.8062039783707967,0.8244897959183674,0.608433734939759,0.7001733102253033,9821,43,130,202
clipping_noise_0.5,27,clipping_noise,0.5,3203.7534736413113,70.60040016817362,65.20024871826172,4136943.728902631,0.9889454411319243,0.8105349605450678,0.8132295719844358,0.6295180722891566,0.7096774193548387,9816,48,123,209
clipping_noise_0.5,28,clipping_noise,0.5,2990.7046694518986,68.34482880950101,62.956661224365234,3419399.85990864,0.9884776331603788,0.8148733210054371,0.8134328358208955,0.6566265060240963,0.7266666666666667,9814,50,114,218
clipping_noise_0.5,29,clipping_noise,0.5,2785.0033521880587,66.11577277893869,60.74948501586914,2829260.9850182016,0.9889655947390535,0.816072388832939,0.7839721254355401,0.677710843373494,0.7269789983844911,9802,62,107,225
clipping_noise_0.5,30,clipping_noise,0.5,2589.0589311524186,63.84029489243549,58.509613037109375,2328850.991394079,0.9896747879596244,0.817457396655022,0.7626582278481012,0.7259036144578314,0.7438271604938271,9789,75,91,241
clipping_noise_1,1,clipping_noise,1.0,7236.877144546503,108.30576472134344,104.142578125,90322027.5779588,0.03504651208239283,0.01661723421516416,0.0,0.0,0.0,9327,537,332,0
clipping_noise_1,2,clipping_noise,1.0,7109.020154738608,106.67608956995706,102.47161865234375,79167612.94687732,0.04609435308142546,0.016649966941832937,0.0,0.0,0.0,9478,386,332,0
clipping_noise_1,3,clipping_noise,1.0,7004.907887500386,104.99742835392446,100.74301147460938,69124634.7056402,0.059460164258005266,0.01672388733525684,0.0,0.0,0.0,9845,19,332,0
clipping_noise_1,4,clipping_noise,1.0,6913.892330044119,103.49537655736124,99.18333435058594,61247099.05028742,0.06442161590400532,0.016777112544369577,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,5,clipping_noise,1.0,6834.905766836169,102.22696581168053,97.8522720336914,55326029.813318826,0.06580274870772629,0.016806341283455064,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,6,clipping_noise,1.0,6759.442197077753,101.24824940616257,96.81502532958984,51165513.232270055,0.05981071487898064,0.016764083440456875,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,7,clipping_noise,1.0,6683.297087124022,100.46112432179923,95.97930145263672,48044372.19021765,0.04931755611252797,0.01668848029490684,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,8,clipping_noise,1.0,6605.692435210539,99.7547823493315,95.23259735107422,45398014.8681995,0.04406387716315384,0.016700416511354073,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,9,clipping_noise,1.0,6516.767173827635,99.0090500519397,94.44892883300781,42754580.58536689,0.18834461935332572,0.01843760484300592,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,10,clipping_noise,1.0,6412.494169585571,98.08258438364581,93.47872161865234,39677219.19397463,0.6130090617946238,0.3056600858846595,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,11,clipping_noise,1.0,6282.177765676405,96.94170082773977,92.28534698486328,36187232.172695205,0.8606582656660707,0.6940589884243492,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,12,clipping_noise,1.0,6116.710925749625,95.65355986906603,90.94009399414062,32608004.535782777,0.9341578601510664,0.7417169054320646,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,13,clipping_noise,1.0,5936.698416406815,94.34976897825453,89.58029174804688,29339649.198529392,0.948891673750965,0.7452935641767835,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,14,clipping_noise,1.0,5751.823620239363,93.09719593320199,88.27537536621094,26504070.11640607,0.9663892797467242,0.7456486179652027,0.0,0.0,0.0,9864,0,332,0
clipping_noise_1,15,clipping_noise,1.0,5578.572607421195,91.93751062202521,87.06746673583984,24120289.32637843,0.9599529504880838,0.7371914626889455,1.0,0.006024096385542169,0.011976047904191617,9864,0,330,2
clipping_noise_1,16,clipping_noise,1.0,5417.767542761043,90.69093506588737,85.7682876586914,21793442.09263628,0.9461933805782742,0.727468450678151,1.0,0.04216867469879518,0.08092485549132948,9864,0,318,14
clipping_noise_1,17,clipping_noise,1.0,5251.669623271473,89.41055892273015,84.43311309814453,19634207.884914435,0.9433239344238267,0.721424756531108,1.0,0.08734939759036145,0.16066481994459833,9864,0,303,29
clipping_noise_1,18,clipping_noise,1.0,5084.453134554662,87.94119517378502,82.90167999267578,17414701.58543986,0.9582878350384507,0.7314158260358895,0.9629629629629629,0.1566265060240964,0.2694300518134715,9862,2,280,52
clipping_noise_1,19,clipping_noise,1.0,4896.440511973207,86.38997642865606,81.29115295410156,15338557.565942725,0.9652811367122993,0.7364707067670201,0.9213483146067416,0.2469879518072289,0.38954869358669836,9857,7,250,82
clipping_noise_1,20,clipping_noise,1.0,4702.880077223169,84.73736712170582,79.58147430419922,13394745.387225442,0.964959137034757,0.7439640461068232,0.9183673469387755,0.2710843373493976,0.4186046511627907,9856,8,242,90
clipping_noise_1,21,clipping_noise,1.0,4501.8947076173945,82.96593980645763,77.75601196289062,11579174.478209883,0.96942193958315,0.7525720610906024,0.9051724137931034,0.31626506024096385,0.46875,9853,11,227,105
clipping_noise_1,22,clipping_noise,1.0,4293.140434550462,81.05220515777162,75.78791809082031,9889013.174944326,0.9721048121928102,0.767372510559944,0.9104477611940298,0.3674698795180723,0.5236051502145923,9852,12,210,122
clipping_noise_1,23,clipping_noise,1.0,4073.820214294584,78.9747165830622,73.66615295410156,8326808.556847492,0.9824106340202658,0.7766321676594068,0.8611111111111112,0.46686746987951805,0.60546875,9839,25,177,155
clipping_noise_1,24,clipping_noise,1.0,3846.6066848934497,76.84118285667198,71.49290466308594,6975073.852962501,0.9855703226531429,0.7892679633662791,0.8541666666666666,0.4939759036144578,0.6259541984732825,9836,28,168,164
clipping_noise_1,25,clipping_noise,1.0,3615.4758353442107,74.69284434330875,69.31918334960938,5830785.035705493,0.9876186619959155,0.79576920302958,0.8181818181818182,0.5692771084337349,0.6714031971580817,9822,42,143,189
clipping_noise_1,26,clipping_noise,1.0,3396.159067857997,72.53671955357335,67.15080261230469,4867636.984135753,0.9873346793500034,0.8003616689538583,0.8064516129032258,0.6024096385542169,0.6896551724137931,9816,48,132,200
clipping_noise_1,27,clipping_noise,1.0,3175.83657299087,70.37838579777174,64.99345397949219,4059750.2112565,0.9863691383539022,0.8021780243696374,0.8023715415019763,0.6114457831325302,0.694017094017094,9814,50,129,203
clipping_noise_1,28,clipping_noise,1.0,2969.52460128655,68.14166223986982,62.76338577270508,3360023.561076297,0.9891390379034386,0.8067998394295531,0.7832167832167832,0.6746987951807228,0.7249190938511327,9802,62,108,224
clipping_noise_1,29,clipping_noise,1.0,2764.4131458904258,65.85123207370535,60.498626708984375,2765419.120245396,0.9888150534009518,0.8089434467157391,0.7564935064935064,0.7018072289156626,0.728125,9789,75,99,233
clipping_noise_1,30,clipping_noise,1.0,2563.6681748577435,63.58040208505192,58.2699089050293,2277247.315721791,0.9889921608575422,0.810674931591944,0.7532051282051282,0.7078313253012049,0.7298136645962733,9787,77,97,235
